recipe_id,ingredient_name,amount,unit,is_alcohol,abv_percent
liqueur_pineapple_cream,Pineapple Extract,7,mL,no,
brandy_crosslake_blackberry,Brandy,750,mL,yes,40
brandy_crosslake_blackberry,Blackberry Flavor Concentrate,1.33,tbsp,no,
brandy_crosslake_blackberry,Simple Syrup,2,oz,no,
brandy_crosslake_blackberry,Water,100,mL,no,
bitters_grapefruit,Alcohol (93%),500,mL,yes,93
bitters_grapefruit,"Grapefruit (peeled, dehydrated)",4,each,no,
bitters_grapefruit,Allspice,1,tbsp,no,
bitters_grapefruit,Cloves,1,tbsp,no,
bitters_grapefruit,Coriander,1,tbsp,no,
bitters_grapefruit,Cardamom,1,tbsp,no,
bitters_lemon,Alcohol (93%),500,mL,yes,93
bitters_lemon,"Lemon (peeled, dehydrated)",4,each,no,
bitters_lemon,Allspice,1,tbsp,no,
bitters_lemon,Cloves,1,tbsp,no,
bitters_lemon,Coriander,1,tbsp,no,
bitters_lemon,Cardamom,1,tbsp,no,
bitters_oak,Alcohol (93%),500,mL,yes,93
bitters_oak,Oak (dehydrated),4,each,no,
bitters_oak,Allspice,1,tbsp,no,
bitters_oak,Cloves,1,tbsp,no,
bitters_oak,Coriander,1,tbsp,no,
bitters_oak,Cardamom,1,tbsp,no,
bitters_rhubarb,Alcohol (93%),500,mL,yes,93
bitters_rhubarb,Rhubarb (dehydrated),4,each,no,
bitters_rhubarb,Allspice,1,tbsp,no,
bitters_rhubarb,Cloves,1,tbsp,no,
bitters_rhubarb,Coriander,1,tbsp,no,
bitters_rhubarb,Cardamom,1,tbsp,no,
bitters_walnut,Alcohol (93%),500,mL,yes,93
bitters_walnut,Walnut (dehydrated),4,each,no,
bitters_walnut,Allspice,1,tbsp,no,
bitters_walnut,Cloves,1,tbsp,no,
bitters_walnut,Coriander,1,tbsp,no,
bitters_walnut,Cardamom,1,tbsp,no,
liqueur_decaf_coffee,Decaf Instant Coffee,12,oz,no,
liqueur_decaf_coffee,Sugar,10,lb,no,
liqueur_decaf_coffee,Vanilla Syrup,0.25,cups,no,
liqueur_decaf_coffee,Hot Water,24,cups,no,
liqueur_decaf_coffee,Alcohol (60%),27,cups,yes,60
